rank,previous_position,trend,nation,nation_url,flag_url,nation_full_name,confederation,points,rank_date
141,177,up,,/tschad/startseite/verein/13978,https://tmssl.akamaized.net//images/flagge/tiny/171.png?lm=1520611569,Chad,CAF,188,2011-11-23
142,180,up,,/bangladesch/startseite/verein/15033,https://tmssl.akamaized.net//images/flagge/tiny/16.png?lm=1520611569,Bangladesh,AFC,181,2011-11-23
143,182,up,,/nepal/startseite/verein/15350,https://tmssl.akamaized.net//images/flagge/tiny/119.png?lm=1520611569,Nepal,AFC,177,2011-11-23
144,122,down,,/indonesien/startseite/verein/13958,https://tmssl.akamaized.net//images/flagge/tiny/68.png?lm=1520611569,Indonesia,AFC,176,2011-11-23
145,145,stable,,/burundi/startseite/verein/13943,https://tmssl.akamaized.net//images/flagge/tiny/30.png?lm=1520611569,Burundi,CAF,174,2011-11-23
146,171,up,,/st-vincent-und-die-grenadinen/startseite/verein/17762,https://tmssl.akamaized.net//images/flagge/tiny/224.png?lm=1520611569,Saint Vincent and the Grenadines,CONCACAF,170,2011-11-23
147,137,down,,/turkmenistan/startseite/verein/14248,https://tmssl.akamaized.net//images/flagge/tiny/175.png?lm=1520611569,Turkmenistan,AFC,164,2011-11-23
148,144,down,,/lesotho/startseite/verein/13962,https://tmssl.akamaized.net//images/flagge/tiny/93.png?lm=1520611569,Lesotho,CAF,160,2011-11-23
149,82,down,,/curacao/startseite/verein/32364,https://tmssl.akamaized.net//images/flagge/tiny/260.png?lm=1520611569,Curaçao,CONCACAF,154,2011-11-23
150,149,down,,/jemen/startseite/verein/15922,https://tmssl.akamaized.net//images/flagge/tiny/186.png?lm=1520611569,Yemen,AFC,153,2011-11-23
151,97,down,,/aquatorialguinea/startseite/verein/13485,https://tmssl.akamaized.net//images/flagge/tiny/8.png?lm=1520611569,Equatorial Guinea,CAF,148,2011-11-23
153,206,up,,/bahamas/startseite/verein/15918,https://tmssl.akamaized.net//images/flagge/tiny/14.png?lm=1520611569,Bahamas,CONCACAF,141,2011-11-23
154,132,down,,/nicaragua/startseite/verein/15351,https://tmssl.akamaized.net//images/flagge/tiny/121.png?lm=1520611569,Nicaragua,CONCACAF,141,2011-11-23
155,121,down,,/malaysia/startseite/verein/15738,https://tmssl.akamaized.net//images/flagge/tiny/103.png?lm=1520611569,Malaysia,AFC,140,2011-11-23
156,161,up,,/malta/startseite/verein/3587,https://tmssl.akamaized.net//images/flagge/tiny/106.png?lm=1520611569,Malta,UEFA,140,2011-11-23
157,105,down,,/madagaskar/startseite/verein/14635,https://tmssl.akamaized.net//images/flagge/tiny/101.png?lm=1520611569,Madagascar,CAF,135,2011-11-23
158,155,down,,/fidschi/startseite/verein/13955,https://tmssl.akamaized.net//images/flagge/tiny/48.png?lm=1520611569,Fiji,OFC,133,2011-11-23
159,136,down,,/philippinen/startseite/verein/15234,https://tmssl.akamaized.net//images/flagge/tiny/134.png?lm=1520611569,Philippines,AFC,130,2011-11-23
160,133,down,,/guinea-bissau/startseite/verein/3701,https://tmssl.akamaized.net//images/flagge/tiny/60.png?lm=1520611569,Guinea-Bissau,CAF,129,2011-11-23
161,178,up,,/barbados/startseite/verein/16030,https://tmssl.akamaized.net//images/flagge/tiny/17.png?lm=1520611569,Barbados,CONCACAF,125,2011-11-23
162,142,down,,/indien/startseite/verein/13957,https://tmssl.akamaized.net//images/flagge/tiny/67.png?lm=1520611569,India,AFC,119,2011-11-23
163,150,down,,/neukaledonien/startseite/verein/17755,https://tmssl.akamaized.net//images/flagge/tiny/236.png?lm=1768393363,New Caledonia,OFC,116,2011-11-23
164,95,down,,/palastina/startseite/verein/17758,https://tmssl.akamaized.net//images/flagge/tiny/240.png?lm=1520611569,Palestine,AFC,113,2011-11-23
165,174,up,,/chinesisch-taipeh-taiwan-/startseite/verein/15363,https://tmssl.akamaized.net//images/flagge/tiny/164.png?lm=1679300082,Chinese Taipei,AFC,109,2011-11-23
166,185,up,,/mongolei/startseite/verein/15739,https://tmssl.akamaized.net//images/flagge/tiny/114.png?lm=1520611569,Mongolia,AFC,106,2011-11-23
167,173,up,,/malediven/startseite/verein/15456,https://tmssl.akamaized.net//images/flagge/tiny/104.png?lm=1520611569,Maldives,AFC,106,2011-11-23
168,153,down,,/hongkong/startseite/verein/15977,https://tmssl.akamaized.net//images/flagge/tiny/218.png?lm=1520611569,Hong Kong,AFC,105,2011-11-23
169,163,down,,/myanmar/startseite/verein/16423,https://tmssl.akamaized.net//images/flagge/tiny/116.png?lm=1520611569,Myanmar,AFC,103,2011-11-23
170,179,up,,/kambodscha/startseite/verein/16038,https://tmssl.akamaized.net//images/flagge/tiny/79.png?lm=1520611569,Cambodia,AFC,103,2011-11-23
171,160,down,,/vanuatu/startseite/verein/15238,https://tmssl.akamaized.net//images/flagge/tiny/181.png?lm=1520611569,Vanuatu,OFC,96,2011-11-23
172,191,up,,/aruba/startseite/verein/17749,https://tmssl.akamaized.net//images/flagge/tiny/233.png?lm=1520611569,Aruba,CONCACAF,92,2011-11-23
173,183,up,,/dominica/startseite/verein/16033,https://tmssl.akamaized.net//images/flagge/tiny/42.png?lm=1520611569,Dominica,CONCACAF,90,2011-11-23
174,199,up,,/pakistan/startseite/verein/15352,https://tmssl.akamaized.net//images/flagge/tiny/128.png?lm=1520611569,Pakistan,AFC,87,2011-11-23
175,190,up,,/laos/startseite/verein/16431,https://tmssl.akamaized.net//images/flagge/tiny/91.png?lm=1520611569,Laos,AFC,86,2011-11-23
176,194,up,,/sri-lanka/startseite/verein/15358,https://tmssl.akamaized.net//images/flagge/tiny/158.png?lm=1520611569,Sri Lanka,AFC,85,2011-11-23
177,207,up,,/amerikanische-jungferninseln/startseite/verein/17747,https://tmssl.akamaized.net//images/flagge/tiny/234.png?lm=1520611569,United States Virgin Islands,CONCACAF,82,2011-11-23
178,162,down,,/afghanistan/startseite/verein/3576,https://tmssl.akamaized.net//images/flagge/tiny/1.png?lm=1520611569,Afghanistan,AFC,77,2011-11-23
179,159,down,,/eswatini/startseite/verein/13675,https://tmssl.akamaized.net//images/flagge/tiny/162.png?lm=1520611569,Eswatini,CAF,75,2011-11-23
180,152,down,,/salomon-inseln/startseite/verein/15740,https://tmssl.akamaized.net//images/flagge/tiny/69.png?lm=1520611569,Solomon Islands,OFC,75,2011-11-23
181,195,up,,/cayman-inseln/startseite/verein/17751,https://tmssl.akamaized.net//images/flagge/tiny/229.png?lm=1520611569,Cayman Islands,CONCACAF,74,2011-11-23
182,157,down,,/tahiti/startseite/verein/17763,https://tmssl.akamaized.net//images/flagge/tiny/237.png?lm=1520611569,Tahiti,OFC,73,2011-11-23
183,203,up,,/seychellen/startseite/verein/3562,https://tmssl.akamaized.net//images/flagge/tiny/151.png?lm=1520611569,Seychelles,CAF,69,2011-11-23
184,167,down,,/st-lucia/startseite/verein/17761,https://tmssl.akamaized.net//images/flagge/tiny/230.png?lm=1520611569,Saint Lucia,CONCACAF,65,2011-11-23
185,0,down,,/eritrea/startseite/verein/13953,https://tmssl.akamaized.net//images/flagge/tiny/46.png?lm=1520611569,Eritrea,CAF,65,2011-11-23
186,109,down,,/komoren/startseite/verein/16430,https://tmssl.akamaized.net//images/flagge/tiny/35.png?lm=1520611569,Comoros,CAF,55,2011-11-23
187,200,up,,/somalia/startseite/verein/13974,https://tmssl.akamaized.net//images/flagge/tiny/156.png?lm=1520611569,Somalia,CAF,51,2011-11-23
188,104,down,,/kirgisistan/startseite/verein/3956,https://tmssl.akamaized.net//images/flagge/tiny/90.png?lm=1520611569,Kyrgyzstan,AFC,42,2011-11-23
189,201,up,,/guam/startseite/verein/17753,https://tmssl.akamaized.net//images/flagge/tiny/241.png?lm=1520611569,Guam,AFC,36,2011-11-23
190,170,down,,/papua-neuguinea/startseite/verein/15233,https://tmssl.akamaized.net//images/flagge/tiny/131.png?lm=1520611569,Papua New Guinea,OFC,34,2011-11-23
191,176,down,,/mauritius/startseite/verein/14239,https://tmssl.akamaized.net//images/flagge/tiny/109.png?lm=1520611569,Mauritius,CAF,32,2011-11-23
192,189,down,,/sao-tome-und-principe/startseite/verein/15236,https://tmssl.akamaized.net//images/flagge/tiny/145.png?lm=1520611569,São Tomé and Príncipe,CAF,27,2011-11-23
193,193,stable,,/macau/startseite/verein/16432,https://tmssl.akamaized.net//images/flagge/tiny/219.png?lm=1520611569,Macau,AFC,26,2011-11-23
194,208,up,,/britische-jungferninseln/startseite/verein/17750,https://tmssl.akamaized.net//images/flagge/tiny/231.png?lm=1520611569,British Virgin Islands,CONCACAF,23,2011-11-23
195,204,up,,/turks-und-caicosinseln/startseite/verein/17764,https://tmssl.akamaized.net//images/flagge/tiny/226.png?lm=1520611569,Turks and Caicos Islands,CONCACAF,13,2011-11-23
196,186,down,,/cookinseln/startseite/verein/17752,https://tmssl.akamaized.net//images/flagge/tiny/238.png?lm=1520611569,Cook Islands,OFC,10,2011-11-23
197,209,up,,/anguilla/startseite/verein/17748,https://tmssl.akamaized.net//images/flagge/tiny/232.png?lm=1520611569,Anguilla,CONCACAF,9,2011-11-23
198,188,down,,/brunei-darussalam/startseite/verein/14233,https://tmssl.akamaized.net//images/flagge/tiny/27.png?lm=1520611569,Brunei Darussalam,AFC,6,2011-11-23
199,192,down,,/bhutan/startseite/verein/15920,https://tmssl.akamaized.net//images/flagge/tiny/22.png?lm=1520611569,Bhutan,AFC,6,2011-11-23
200,196,down,,/dschibuti/startseite/verein/16427,https://tmssl.akamaized.net//images/flagge/tiny/41.png?lm=1520611569,Djibouti,CAF,5,2011-11-23
201,115,down,,/mauretanien/startseite/verein/14238,https://tmssl.akamaized.net//images/flagge/tiny/108.png?lm=1520611569,Mauritania,CAF,4,2011-11-23
202,197,down,,/tonga/startseite/verein/16435,https://tmssl.akamaized.net//images/flagge/tiny/169.png?lm=1520611569,Tonga,OFC,3,2011-11-23
203,198,down,,/osttimor/startseite/verein/17757,https://tmssl.akamaized.net//images/flagge/tiny/242.png?lm=1520611569,Timor-Leste,AFC,2,2011-11-23
204,210,up,,/san-marino/startseite/verein/10521,https://tmssl.akamaized.net//images/flagge/tiny/144.png?lm=1520611569,San Marino,UEFA,-,2011-11-23
205,172,down,,/andorra/startseite/verein/10533,https://tmssl.akamaized.net//images/flagge/tiny/5.png?lm=1520611569,Andorra,UEFA,-,2011-11-23
206,184,down,,/amerikanisch-samoa/startseite/verein/17746,https://tmssl.akamaized.net//images/flagge/tiny/239.png?lm=1520611569,American Samoa,OFC,-,2011-11-23
207,175,down,,/montserrat/startseite/verein/17754,https://tmssl.akamaized.net//images/flagge/tiny/235.png?lm=1520611569,Montserrat,CONCACAF,-,2011-11-23
208,187,down,,/samoa/startseite/verein/15235,https://tmssl.akamaized.net//images/flagge/tiny/143.png?lm=1520611569,Samoa,OFC,-,2011-11-23
1,1,stable,,/spanien/startseite/verein/3375,https://tmssl.akamaized.net//images/flagge/tiny/157.png?lm=1520611569,Spain,UEFA,1564,2011-12-21
2,7,up,,/niederlande/startseite/verein/3379,https://tmssl.akamaized.net//images/flagge/tiny/122.png?lm=1520611569,Netherlands,UEFA,1365,2011-12-21
3,9,up,,/deutschland/startseite/verein/3262,https://tmssl.akamaized.net//images/flagge/tiny/40.png?lm=1520612525,Germany,UEFA,1345,2011-12-21
4,16,up,,/uruguay/startseite/verein/3449,https://tmssl.akamaized.net//images/flagge/tiny/179.png?lm=1520611569,Uruguay,CONMEBOL,1309,2011-12-21
5,4,down,,/england/startseite/verein/3299,https://tmssl.akamaized.net//images/flagge/tiny/189.png?lm=1520611569,England,UEFA,1173,2011-12-21
6,5,down,,/brasilien/startseite/verein/3439,https://tmssl.akamaized.net//images/flagge/tiny/26.png?lm=1520611569,Brazil,CONMEBOL,1143,2011-12-21
7,6,down,,/portugal/startseite/verein/3300,https://tmssl.akamaized.net//images/flagge/tiny/136.png?lm=1520611569,Portugal,UEFA,1100,2011-12-21
8,10,up,,/kroatien/startseite/verein/3556,https://tmssl.akamaized.net//images/flagge/tiny/37.png?lm=1520611569,Croatia,UEFA,1091,2011-12-21
9,12,up,,/italien/startseite/verein/3376,https://tmssl.akamaized.net//images/flagge/tiny/75.png?lm=1520611569,Italy,UEFA,1082,2011-12-21
10,2,down,,/argentinien/startseite/verein/3437,https://tmssl.akamaized.net//images/flagge/tiny/9.png?lm=1520611569,Argentina,CONMEBOL,1067,2011-12-21
11,21,up,,/danemark/startseite/verein/3436,https://tmssl.akamaized.net//images/flagge/tiny/39.png?lm=1520611569,Denmark,UEFA,1035,2011-12-21
12,33,up,,/russland/startseite/verein/3448,https://tmssl.akamaized.net//images/flagge/tiny/141.png?lm=1520611569,Russia,UEFA,971,2011-12-21
13,52,up,,/chile/startseite/verein/3700,https://tmssl.akamaized.net//images/flagge/tiny/33.png?lm=1520611569,Chile,CONMEBOL,970,2011-12-21
14,46,up,,/griechenland/startseite/verein/3378,https://tmssl.akamaized.net//images/flagge/tiny/56.png?lm=1520611569,Greece,UEFA,964,2011-12-21
15,3,down,,/frankreich/startseite/verein/3377,https://tmssl.akamaized.net//images/flagge/tiny/50.png?lm=1520611569,France,UEFA,915,2011-12-21
16,42,up,,/elfenbeinkuste/startseite/verein/3591,https://tmssl.akamaized.net//images/flagge/tiny/38.png?lm=1520611569,Ivory Coast,CAF,912,2011-12-21
17,17,stable,,/schweiz/startseite/verein/3384,https://tmssl.akamaized.net//images/flagge/tiny/148.png?lm=1520611569,Switzerland,UEFA,898,2011-12-21
18,43,up,,/schweden/startseite/verein/3557,https://tmssl.akamaized.net//images/flagge/tiny/147.png?lm=1520611569,Sweden,UEFA,891,2011-12-21
19,18,down,,/japan/startseite/verein/3435,https://tmssl.akamaized.net//images/flagge/tiny/77.png?lm=1520611569,Japan,AFC,884,2011-12-21
20,71,up,,/bosnien-herzegowina/startseite/verein/3446,https://tmssl.akamaized.net//images/flagge/tiny/24.png?lm=1569523290,Bosnia-Herzegovina,UEFA,869,2011-12-21
21,15,down,,/mexiko/startseite/verein/6303,https://tmssl.akamaized.net//images/flagge/tiny/110.png?lm=1520611569,Mexico,CONCACAF,866,2011-12-21
22,59,up,,/irland/startseite/verein/3509,https://tmssl.akamaized.net//images/flagge/tiny/72.png?lm=1520611569,Republic of Ireland,UEFA,864,2011-12-21
23,26,up,,/australien/startseite/verein/3433,https://tmssl.akamaized.net//images/flagge/tiny/12.png?lm=1520611569,Australia,AFC,851,2011-12-21
24,39,up,,/paraguay/startseite/verein/3581,https://tmssl.akamaized.net//images/flagge/tiny/132.png?lm=1520611569,Paraguay,CONMEBOL,795,2011-12-21
25,29,up,,/norwegen/startseite/verein/3440,https://tmssl.akamaized.net//images/flagge/tiny/125.png?lm=1520611569,Norway,UEFA,788,2011-12-21
26,55,up,,/slowenien/startseite/verein/3588,https://tmssl.akamaized.net//images/flagge/tiny/155.png?lm=1520611569,Slovenia,UEFA,780,2011-12-21
27,37,up,,/serbien/startseite/verein/3438,https://tmssl.akamaized.net//images/flagge/tiny/215.png?lm=1520611569,Serbia,UEFA,775,2011-12-21
28,25,down,,/turkei/startseite/verein/3381,https://tmssl.akamaized.net//images/flagge/tiny/174.png?lm=1520611569,Turkiye,UEFA,769,2011-12-21
29,72,up,,/ghana/startseite/verein/3441,https://tmssl.akamaized.net//images/flagge/tiny/54.png?lm=1520611569,Ghana,CAF,761,2011-12-21
30,34,up,,/algerien/startseite/verein/3614,https://tmssl.akamaized.net//images/flagge/tiny/4.png?lm=1520611569,Algeria,CAF,758,2011-12-21
31,35,up,,/agypten/startseite/verein/3672,https://tmssl.akamaized.net//images/flagge/tiny/2.png?lm=1520611569,Egypt,CAF,755,2011-12-21
32,22,down,,/sudkorea/startseite/verein/3589,https://tmssl.akamaized.net//images/flagge/tiny/87.png?lm=1520611569,South Korea,AFC,752,2011-12-21
33,44,up,,/tschechien/startseite/verein/3445,https://tmssl.akamaized.net//images/flagge/tiny/172.png?lm=1520611569,Czech Republic,UEFA,749,2011-12-21
34,14,down,,/vereinigte-staaten/startseite/verein/3505,https://tmssl.akamaized.net//images/flagge/tiny/184.png?lm=1520611569,United States,CONCACAF,721,2011-12-21
35,51,up,,/peru/startseite/verein/3584,https://tmssl.akamaized.net//images/flagge/tiny/133.png?lm=1520611569,Peru,CONMEBOL,712,2011-12-21
36,13,down,,/kolumbien/startseite/verein/3816,https://tmssl.akamaized.net//images/flagge/tiny/83.png?lm=1520611569,Colombia,CONMEBOL,709,2011-12-21
37,40,up,,/ungarn/startseite/verein/3468,https://tmssl.akamaized.net//images/flagge/tiny/178.png?lm=1521635893,Hungary,UEFA,665,2011-12-21
38,77,up,,/israel/startseite/verein/5547,https://tmssl.akamaized.net//images/flagge/tiny/74.png?lm=1520611569,Israel,UEFA,665,2011-12-21
39,48,up,,/venezuela/startseite/verein/3504,https://tmssl.akamaized.net//images/flagge/tiny/182.png?lm=1520611569,Venezuela,CONMEBOL,661,2011-12-21
40,45,up,,/slowakei/startseite/verein/3503,https://tmssl.akamaized.net//images/flagge/tiny/154.png?lm=1520611569,Slovakia,UEFA,648,2011-12-21
41,8,down,,/belgien/startseite/verein/3382,https://tmssl.akamaized.net//images/flagge/tiny/19.png?lm=1520611569,Belgium,UEFA,647,2011-12-21
42,23,down,,/ecuador/startseite/verein/5750,https://tmssl.akamaized.net//images/flagge/tiny/44.png?lm=1520611569,Ecuador,CONMEBOL,634,2011-12-21
43,38,down,,/nigeria/startseite/verein/3444,https://tmssl.akamaized.net//images/flagge/tiny/124.png?lm=1520611569,Nigeria,CAF,627,2011-12-21
44,19,down,,/senegal/startseite/verein/3499,https://tmssl.akamaized.net//images/flagge/tiny/149.png?lm=1520611569,Senegal,CAF,625,2011-12-21
45,20,down,,/iran/startseite/verein/3582,https://tmssl.akamaized.net//images/flagge/tiny/71.png?lm=1520611569,Iran,AFC,616,2011-12-21
46,106,up,,/armenien/startseite/verein/6219,https://tmssl.akamaized.net//images/flagge/tiny/10.png?lm=1520611569,Armenia,UEFA,612,2011-12-21
47,36,down,,/schottland/startseite/verein/3380,https://tmssl.akamaized.net//images/flagge/tiny/190.png?lm=1520611569,Scotland,UEFA,599,2011-12-21
48,32,down,,/wales/startseite/verein/3864,https://tmssl.akamaized.net//images/flagge/tiny/191.png?lm=1520611569,Wales,UEFA,591,2011-12-21
49,30,down,,/panama/startseite/verein/3577,https://tmssl.akamaized.net//images/flagge/tiny/130.png?lm=1520611569,Panama,CONCACAF,589,2011-12-21
50,57,up,,/kamerun/startseite/verein/3434,https://tmssl.akamaized.net//images/flagge/tiny/31.png?lm=1520611569,Cameroon,CAF,588,2011-12-21
51,83,up,,/montenegro/startseite/verein/11953,https://tmssl.akamaized.net//images/flagge/tiny/216.png?lm=1520611569,Montenegro,UEFA,585,2011-12-21
52,61,up,,/sudafrika/startseite/verein/3806,https://tmssl.akamaized.net//images/flagge/tiny/159.png?lm=1520611569,South Africa,CAF,577,2011-12-21
53,65,up,,/honduras/startseite/verein/3590,https://tmssl.akamaized.net//images/flagge/tiny/66.png?lm=1699286249,Honduras,CONCACAF,574,2011-12-21
54,70,up,,/jamaika/startseite/verein/3671,https://tmssl.akamaized.net//images/flagge/tiny/76.png?lm=1520611569,Jamaica,CONCACAF,573,2011-12-21
55,28,down,,/ukraine/startseite/verein/3699,https://tmssl.akamaized.net//images/flagge/tiny/177.png?lm=1520611569,Ukraine,UEFA,568,2011-12-21
56,47,down,,/rumanien/startseite/verein/3447,https://tmssl.akamaized.net//images/flagge/tiny/140.png?lm=1520611569,Romania,UEFA,562,2011-12-21
57,130,up,,/estland/startseite/verein/6133,https://tmssl.akamaized.net//images/flagge/tiny/47.png?lm=1520611569,Estonia,UEFA,555,2011-12-21
58,67,up,,/kap-verde/startseite/verein/4311,https://tmssl.akamaized.net//images/flagge/tiny/32.png?lm=1520611569,Cape Verde,CAF,549,2011-12-21
59,41,down,,/tunesien/startseite/verein/3670,https://tmssl.akamaized.net//images/flagge/tiny/173.png?lm=1520611569,Tunisia,CAF,537,2011-12-21
60,120,up,,/sierra-leone/startseite/verein/6187,https://tmssl.akamaized.net//images/flagge/tiny/152.png?lm=1520611569,Sierra Leone,CAF,526,2011-12-21
61,11,down,,/marokko/startseite/verein/3575,https://tmssl.akamaized.net//images/flagge/tiny/107.png?lm=1520611569,Morocco,CAF,524,2011-12-21
62,62,stable,,/burkina-faso/startseite/verein/5872,https://tmssl.akamaized.net//images/flagge/tiny/29.png?lm=1520611569,Burkina Faso,CAF,518,2011-12-21
63,111,up,,/libyen/startseite/verein/6602,https://tmssl.akamaized.net//images/flagge/tiny/96.png?lm=1520611569,Libya,CAF,514,2011-12-21
64,99,up,,/belarus/startseite/verein/3450,https://tmssl.akamaized.net//images/flagge/tiny/18.png?lm=1520611569,Belarus,UEFA,501,2011-12-21
65,49,down,,/costa-rica/startseite/verein/8497,https://tmssl.akamaized.net//images/flagge/tiny/36.png?lm=1520611569,Costa Rica,CONCACAF,495,2011-12-21
66,31,down,,/polen/startseite/verein/3442,https://tmssl.akamaized.net//images/flagge/tiny/135.png?lm=1520611569,Poland,UEFA,492,2011-12-21
67,53,down,,/mali/startseite/verein/3674,https://tmssl.akamaized.net//images/flagge/tiny/105.png?lm=1520611569,Mali,CAF,472,2011-12-21
68,140,up,,/lettland/startseite/verein/3555,https://tmssl.akamaized.net//images/flagge/tiny/92.png?lm=1520611569,Latvia,UEFA,466,2011-12-21
69,100,up,,/el-salvador/startseite/verein/13951,https://tmssl.akamaized.net//images/flagge/tiny/45.png?lm=1520611569,El Salvador,CONCACAF,463,2011-12-21
70,24,down,,/osterreich/startseite/verein/3383,https://tmssl.akamaized.net//images/flagge/tiny/127.png?lm=1520611569,Austria,UEFA,459,2011-12-21
71,93,up,,/china/startseite/verein/5598,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,China,AFC,457,2011-12-21
72,27,down,,/kanada/startseite/verein/3510,https://tmssl.akamaized.net//images/flagge/tiny/80.png?lm=1520611569,Canada,CONCACAF,455,2011-12-21
73,73,stable,,/georgien/startseite/verein/3669,https://tmssl.akamaized.net//images/flagge/tiny/53.png?lm=1520611569,Georgia,UEFA,451,2011-12-21
74,63,down,,/albanien/startseite/verein/3561,https://tmssl.akamaized.net//images/flagge/tiny/3.png?lm=1520611569,Albania,UEFA,450,2011-12-21
75,50,down,,/usbekistan/startseite/verein/3563,https://tmssl.akamaized.net//images/flagge/tiny/180.png?lm=1520611569,Uzbekistan,AFC,449,2011-12-21
76,98,up,,/trinidad-und-tobago/startseite/verein/7149,https://tmssl.akamaized.net//images/flagge/tiny/170.png?lm=1520611569,Trinidad and Tobago,CONCACAF,448,2011-12-21
77,78,up,,/gabun/startseite/verein/5704,https://tmssl.akamaized.net//images/flagge/tiny/51.png?lm=1520611569,Gabon,CAF,445,2011-12-21
78,58,down,,/irak/startseite/verein/3560,https://tmssl.akamaized.net//images/flagge/tiny/70.png?lm=1520611569,Iraq,AFC,440,2011-12-21
79,91,up,,/sambia/startseite/verein/3703,https://tmssl.akamaized.net//images/flagge/tiny/142.png?lm=1520611569,Zambia,CAF,439,2011-12-21
80,81,up,,/guinea/startseite/verein/3856,https://tmssl.akamaized.net//images/flagge/tiny/59.png?lm=1520611569,Guinea,CAF,436,2011-12-21
81,84,up,,/haiti/startseite/verein/14161,https://tmssl.akamaized.net//images/flagge/tiny/62.png?lm=1520611569,Haiti,CONCACAF,429,2011-12-21
82,64,down,,/jordanien/startseite/verein/15737,https://tmssl.akamaized.net//images/flagge/tiny/78.png?lm=1520611569,Jordan,AFC,417,2011-12-21
83,89,up,,/angola/startseite/verein/3585,https://tmssl.akamaized.net//images/flagge/tiny/6.png?lm=1520611569,Angola,CAF,412,2011-12-21
84,88,up,,/bulgarien/startseite/verein/3394,https://tmssl.akamaized.net//images/flagge/tiny/28.png?lm=1520611569,Bulgaria,UEFA,410,2011-12-21
85,79,down,,/oman/startseite/verein/14165,https://tmssl.akamaized.net//images/flagge/tiny/126.png?lm=1520611569,Oman,AFC,408,2011-12-21
86,75,down,,/finnland/startseite/verein/3443,https://tmssl.akamaized.net//images/flagge/tiny/49.png?lm=1520611569,Finland,UEFA,405,2011-12-21
87,165,up,,/antigua-und-barbuda/startseite/verein/16028,https://tmssl.akamaized.net//images/flagge/tiny/7.png?lm=1520611569,Antigua and Barbuda,CONCACAF,404,2011-12-21
88,69,down,,/nordirland/startseite/verein/5674,https://tmssl.akamaized.net//images/flagge/tiny/192.png?lm=1520611569,Northern Ireland,UEFA,403,2011-12-21
89,85,down,,/uganda/startseite/verein/13497,https://tmssl.akamaized.net//images/flagge/tiny/176.png?lm=1520611569,Uganda,CAF,398,2011-12-21
90,94,up,,/guatemala/startseite/verein/13342,https://tmssl.akamaized.net//images/flagge/tiny/58.png?lm=1520611569,Guatemala,CONCACAF,397,2011-12-21
91,151,up,,/guyana/startseite/verein/15736,https://tmssl.akamaized.net//images/flagge/tiny/61.png?lm=1520611569,Guyana,CONCACAF,387,2011-12-21
92,146,up,,/litauen/startseite/verein/3851,https://tmssl.akamaized.net//images/flagge/tiny/98.png?lm=1520611569,Lithuania,UEFA,382,2011-12-21
93,54,down,,/katar/startseite/verein/14162,https://tmssl.akamaized.net//images/flagge/tiny/137.png?lm=1520611569,Qatar,AFC,378,2011-12-21
94,126,up,,/malawi/startseite/verein/8988,https://tmssl.akamaized.net//images/flagge/tiny/102.png?lm=1520611569,Malawi,CAF,374,2011-12-21
95,138,up,,/botsuana/startseite/verein/15229,https://tmssl.akamaized.net//images/flagge/tiny/25.png?lm=1520611569,Botswana,CAF,371,2011-12-21
96,60,down,,/saudi-arabien/startseite/verein/3807,https://tmssl.akamaized.net//images/flagge/tiny/146.png?lm=1520611569,Saudi Arabia,AFC,363,2011-12-21
97,110,up,,/niger/startseite/verein/14163,https://tmssl.akamaized.net//images/flagge/tiny/123.png?lm=1520611569,Niger,CAF,361,2011-12-21
98,129,up,,/simbabwe/startseite/verein/3583,https://tmssl.akamaized.net//images/flagge/tiny/187.png?lm=1520611569,Zimbabwe,CAF,354,2011-12-21
99,107,up,,/vietnam/startseite/verein/8778,https://tmssl.akamaized.net//images/flagge/tiny/185.png?lm=1520611569,Vietnam,AFC,351,2011-12-21
100,135,up,,/kuwait/startseite/verein/3432,https://tmssl.akamaized.net//images/flagge/tiny/89.png?lm=1520611569,Kuwait,AFC,351,2011-12-21
101,90,down,,/bahrain/startseite/verein/7214,https://tmssl.akamaized.net//images/flagge/tiny/15.png?lm=1520611569,Bahrain,AFC,350,2011-12-21
102,124,up,,/togo/startseite/verein/3815,https://tmssl.akamaized.net//images/flagge/tiny/168.png?lm=1520611569,Togo,CAF,350,2011-12-21
103,66,down,,/nordmazedonien/startseite/verein/5148,https://tmssl.akamaized.net//images/flagge/tiny/100.png?lm=1520611569,North Macedonia,UEFA,333,2011-12-21
104,74,down,,/island/startseite/verein/3574,https://tmssl.akamaized.net//images/flagge/tiny/73.png?lm=1520611569,Iceland,UEFA,325,2011-12-21
105,102,down,,/mosambik/startseite/verein/5129,https://tmssl.akamaized.net//images/flagge/tiny/115.png?lm=1520611569,Mozambique,CAF,322,2011-12-21
106,131,up,,/ruanda/startseite/verein/3855,https://tmssl.akamaized.net//images/flagge/tiny/139.png?lm=1520611569,Rwanda,CAF,314,2011-12-21
107,169,up,,/bermuda/startseite/verein/15735,https://tmssl.akamaized.net//images/flagge/tiny/211.png?lm=1520611569,Bermuda,CONCACAF,310,2011-12-21
108,76,down,,/bolivien/startseite/verein/5233,https://tmssl.akamaized.net//images/flagge/tiny/23.png?lm=1520611569,Bolivia,CONMEBOL,309,2011-12-21
109,156,up,,/puerto-rico/startseite/verein/17759,https://tmssl.akamaized.net//images/flagge/tiny/228.png?lm=1520611569,Puerto Rico,CONCACAF,309,2011-12-21
